,preprocess,inference,postprocess
0,4.011869430541992,89.0054702758789,2.2699832916259766
0,1.9984245300292969,84.69653129577637,0.9996891021728516
0,0.9832382202148438,79.7121524810791,2.028226852416992
0,1.9989013671875,82.9153060913086,1.9984245300292969
0,1.9106864929199219,84.68914031982422,1.0178089141845703
0,2.0186901092529297,77.89087295532227,2.0046234130859375
0,2.6521682739257812,72.11923599243164,2.0024776458740234
0,2.00653076171875,74.2034912109375,1.9979476928710938
0,1.0013580322265625,74.24449920654297,1.0216236114501953
0,2.001523971557617,74.08952713012695,1.0025501251220703
0,2.0437240600585938,82.70525932312012,0.9088516235351562
0,1.9965171813964844,80.85942268371582,1.0237693786621094
0,2.991914749145508,72.2341537475586,1.005411148071289
0,1.0199546813964844,76.41363143920898,2.00653076171875
0,1.0097026824951172,76.37286186218262,0.9951591491699219
0,1.0001659393310547,79.64205741882324,1.0020732879638672
0,2.0904541015625,69.24104690551758,2.0203590393066406
0,2.00653076171875,78.61208915710449,1.0063648223876953
0,1.5048980712890625,81.57944679260254,0.9238719940185547
0,2.0101070404052734,74.97811317443848,1.0154247283935547
0,1.9998550415039062,73.26078414916992,2.0296573638916016
0,1.0180473327636719,75.85978507995605,2.002239227294922
0,2.0227432250976562,72.78060913085938,0.9999275207519531
0,2.0051002502441406,77.03948020935059,1.0275840759277344
0,2.0203590393066406,74.45383071899414,2.0008087158203125
0,1.0004043579101562,83.0080509185791,1.0004043579101562
0,1.0004043579101562,75.73151588439941,1.0142326354980469
0,0.9999275207519531,75.8969783782959,1.9989013671875
0,1.0061264038085938,75.55413246154785,0.9944438934326172
0,2.000093460083008,74.18036460876465,1.0037422180175781
0,1.016378402709961,75.47163963317871,0.9999275207519531
0,2.5093555450439453,72.63779640197754,1.0001659393310547
0,2.0248889923095703,70.4948902130127,0.9987354278564453
0,1.0008811950683594,75.58059692382812,1.007080078125
0,1.9998550415039062,78.23491096496582,1.0023117065429688
0,2.508878707885742,71.29669189453125,1.0178089141845703
0,1.4309883117675781,86.17162704467773,1.5063285827636719
0,1.9986629486083984,79.09202575683594,1.5399456024169922
0,1.9996166229248047,79.78487014770508,1.0004043579101562
0,0.9996891021728516,69.41008567810059,1.5816688537597656
0,2.1004676818847656,75.74796676635742,0.9887218475341797
0,0.9977817535400391,77.6834487915039,1.0023117065429688
0,1.1012554168701172,81.24113082885742,2.088785171508789
0,1.505136489868164,85.35218238830566,0.5023479461669922
0,2.0096302032470703,71.75326347351074,0.9949207305908203
0,2.0372867584228516,71.88916206359863,1.0180473327636719
0,1.016855239868164,73.36306571960449,1.0001659393310547
0,1.001596450805664,74.65124130249023,0.9989738464355469
0,2.0203590393066406,76.45416259765625,0.9996891021728516
0,2.0182132720947266,72.33405113220215,0.9999275207519531
0,1.3697147369384766,71.6867446899414,1.0008811950683594
0,2.0351409912109375,70.57023048400879,2.0034313201904297
0,1.077413558959961,79.58388328552246,0.9996891021728516
0,1.5075206756591797,86.03429794311523,0.9992122650146484
0,2.0055770874023438,72.94607162475586,1.5053749084472656
0,2.001523971557617,80.42740821838379,1.5556812286376953
0,1.9993782043457031,81.20536804199219,1.0001659393310547
0,2.0554065704345703,75.75702667236328,1.0061264038085938
0,2.031564712524414,75.94776153564453,1.0035037994384766
0,1.5950202941894531,76.18451118469238,1.0058879852294922
0,1.0838508605957031,81.84337615966797,1.0006427764892578
0,0.9996891021728516,72.36003875732422,2.1102428436279297
0,1.9993782043457031,79.83803749084473,1.9991397857666016
0,0.9987354278564453,76.9195556640625,1.0042190551757812
0,2.031564712524414,76.47013664245605,1.506805419921875
0,2.0041465759277344,76.20978355407715,1.0037422180175781
0,1.9984245300292969,76.55000686645508,1.0042190551757812
0,1.7104148864746094,75.98447799682617,4.53948974609375
